TRAITIDKEY,SPECIESID,GENUS,EPITHET,HMF CODE,F_Group,GENERAL FORM,FAMILY,ORIGIN,Height(m),Defenses,N-fixation,Mycorrhizae,Life_History,PI,LeafArea,WetMass,DryMass,NumberofLeaves,AvgLeafArea,AvgWetMass,AvgDryMass,WaterContent,SLA (cm^2/g),Start_FLR,Start_FLR1,End_FLR,End_FLR1,FlowerDuration,FLR_color,Pollination,Fruit,Dispersal,Vegetative,Seed Mass (mg),Seed Mass1 (mg),Seed Mass 2 (mg),Seed Mass 3 (mg),SeedSourceType,Raunkiaer,Grime,Leaf_N,Leaf_C,Leaf_P,Leaf_C:N,Leaf_K,Leaf_Ca,Leaf_Mg,delta_N,delta_C,1C_DNA_content
89,393,Lactuca,canadensis,Herb,Forb,Biennial,Asteraceae,N,2,TRUE,FALSE,No Info,Annual,0,803.28,19.2,2.84,15,53.55200195,1.280000051,0.189333328,87.11%,282.85,July,7,September,9,3,Yellow/orange,Biotic,Dry,Abiotic,FALSE,0,,,,,Hemicryptophyte,,,,,,,,,,,8.98
82,398,Lepidium,campestre,Herb,Forb,Biennial,Brassicaceae,N,0.5,FALSE,FALSE,none,Annual,0,20.38,0.58,0.08,10,2.037999916,0.057999998,0.008,87.88%,254.75,April,4,August,8,5,White,Biotic,Dry,Abiotic,FALSE,2.339,2.339,0,0,Seed,Hemicryptophyte,,,,,,,,,,,
261,399,Lepidium,sativum,,,,Brassicaceae,,0.4,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,June,0,July,0,0,White,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,0.58
262,400,Lepidium,virginicum,,,,Brassicaceae,,0.5,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,November,0,0,White,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,0.33
156,410,Ligustrum,vulgare,shrub/vine,Shrub/vine,Shrub,Oleaceae,E,5,FALSE,FALSE,endomycorrhizal,Perennial,0,63.7,1.08,0.37,11,5.79090916,0.098181822,0.033636364,74.48%,172.16,June,6,July,7,2,White,Biotic,Dry,Biotic,FALSE,23.5172,23.517,,,Seed,Phanerophyte,,1.90,43.48,0.25,22.91,0.01,0.01,0.00,-2.05,-29.93,1.57
263,414,Linaria,canadensis,,,,Scrophulariaceae,,0.5,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,April,0,June,0,0,Yellow,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
51,415,Linaria,vulgaris,Herb,Forb,Perennial,Scrophulariaceae,E,0.8,FALSE,FALSE,endomycorrhizal,Perennial,0,9.23,0.12,0.07,10,0.922999954,0.012,0.007,63.16%,131.86,June,6,November,11,6,Yellow,Biotic,Dry,Abiotic,TRUE,0.125,0.125,,,Seed,Hemicryptophyte,CR,2.02,45.14,0.17,22.37,0.01,0.01,0.00,-0.91,-29.96,0.87
66,416,Lindera,benzoin,shrub/vine,Shrub/vine,Shrub,Lauraceae,N,3,FALSE,FALSE,endomycorrhizal,Perennial,0,362.21,4.22,1.12,10,36.22099915,0.421999979,0.112,79.03%,323.40,March,3,April,4,2,Yellow,Biotic,Fleshy,Biotic,FALSE,92.83,92.83,0,0,Seed,Phanerophyte,,2.33,44.94,0.25,19.25,0.01,0.00,0.00,-0.58,-29.35,
120,417,Lonicera,tatarica,shrub/vine,Shrub/vine,Shrub,Caprifoliaceae,E,3,FALSE,FALSE,endomycorrhizal,Perennial,0,130.89,2.48,1.006,7,18.69857134,0.354285717,0.143714292,71.14%,130.11,May,5,May,5,1,White,Biotic,Fleshy,Biotic,FALSE,3.19,3.19,0,0,,Phanerophyte,,1.95,45.10,0.23,23.17,0.01,0.01,0.00,-1.40,-29.68,
264,424,Lobelia,puberula,,,,Campanulaceae,,1.2,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,August,0,October,0,0,,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
118,425,Lobelia,inflata,Herb,Forb,Annual,Campanulaceae,N,1,FALSE,FALSE,No Info,Annual,0,157.78,2.46,0.53,14,11.26999991,0.175714288,0.037857141,82.27%,297.70,July,7,October,9,3,Purple/blue,Biotic,Dry,Abiotic,FALSE,0.014,0.014,0,0,Seed,Therophyte,,2.42,42.97,0.39,17.79,0.02,0.00,0.00,-0.54,-29.21,1.00
121,430,Lolium,perenne,Herb,Graminoid,Perennial,Poaceae,E,0.8,FALSE,FALSE,endomycorrhizal,Perennial,0,0,0,0,1,0,0,0,0.00%,0.00,May,5,August,8,4,Green,Abiotic,Dry,Abiotic,TRUE,1.51,1.51,0,0,Seed,Hemicryptophyte,CR to CSR,,,,,,,,,,2.76
24,435,Lonicera,japonica,shrub/vine,Shrub/vine,Liana,Caprifoliaceae,E,5.5,FALSE,FALSE,endomycorrhizal,Perennial,0,106.84,2.19,0.65,12,8.903333028,0.182500005,0.054166665,77.11%,164.37,May,5,July,7,3,White,Biotic,Fleshy,Biotic,TRUE,1.1,1.1,,,Seed,Phanerophyte,,1.96,44.30,0.27,22.66,0.02,0.01,0.01,-0.97,-28.98,
60,438,Lonicera,maackii,shrub/vine,Shrub/vine,Shrub,Caprifoliaceae,E,5,FALSE,FALSE,endomycorrhizal,Perennial,0,116.33,1.73,0.69,10,11.63300018,0.173000002,0.069,71.49%,168.59,May,5,June,6,2,White,Biotic,Fleshy,Biotic,FALSE,3.06,3.06,0,0,Seed,Phanerophyte,,1.72,42.02,0.18,24.43,0.01,0.02,0.01,-3.05,-30.24,
81,440,Silene,latifolia,Herb,Forb,Biennial,Caryophyllaceae,E,1,FALSE,FALSE,none,Perennial,0,78.09,2.01,0.3,14,5.577856881,0.143571428,0.021428572,87.01%,260.30,May,5,October,10,6,White,Biotic,Dry,Abiotic,TRUE,0.352,0.352,0,0,Diaspore,Hemicryptophyte,,2.80,37.54,0.44,13.43,0.04,0.02,0.01,1.42,-29.89,2.70
265,446,Lycopus,americanus,,,,Lamiaceae,,0.08,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,June,0,September,0,0,White,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,0.50
266,447,Lysimachia,quadrifolia,,,,Primulaceae,,0.9,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,August,0,0,Yellow,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
267,450,Lotus,corniculatus,,,,Fabaceae,,0.6,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,June,0,August,0,0,Yellow,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,0.48
157,454,Medicago,lupulina,Herb,Forb,Biennial,Fabaceae,E,1,FALSE,TRUE,endomycorrhizal,Annual,0,64.65,5.96,0.31,38,1.70131583,0.156842106,0.008157895,95.06%,208.55,May,5,October,10,6,Yellow,Biotic,Dry,Abiotic,FALSE,1.735,1.735,,,Seed,Hemicryptophyte,SR to R,,,,,,,,,,0.88
268,455,Medicago,sativa,,,,Fabaceae,,1,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,June,0,September,0,0,Yellow,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,0.86
269,460,Melilotus,alba,,,,Fabaceae,,3,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,November,0,0,White,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,1.33
270,465,Melilotus,officinalis,,,,Fabaceae,,1.5,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,November,0,0,Yellow,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,1.13
271,468,Menispermum,canadense,,,,Menispermaceae,,5,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,June,0,July,0,0,White,Biotic,Fleshy,Biotic,FALSE,0,0,0,0,,,,,,,,,,,,,1.10
272,469,Mitchella,repens,,,,Rubiaceae,,0.3,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,July,0,0,White,Biotic,Fleshy,Biotic,FALSE,0,0,0,0,,,,,,,,,,,,,0.80
85,470,Mollugo,verticillata,Herb,Forb,Annual,Molluginaceae,E,0.45,FALSE,FALSE,none,Annual,0,0,0,0,1,0,0,0,0.00%,0.00,June,6,September,9,4,White,Biotic,Dry,Abiotic,FALSE,0.063,0.063,0,0,Diaspore,Therophyte,,,,,,,,,,,0.80
273,473,Monotropa,uniflora,,,,Monotropaceae,,0.2,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,June,0,August,0,0,White,Biotic,Dry,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,29.90
274,475,Morus,alba,,,,Moraceae,,15,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,May,0,0,,Abiotic,,Biotic,FALSE,0,0,0,0,,,,,,,,,,,,,0.85
108,476,Morus,rubra,Tree,Tree,Tree,Moraceae,N,20,FALSE,FALSE,No Info,Perennial,0,199.53,3.19,0.89,3,66.50999959,1.063333352,0.296666662,78.19%,224.19,May,5,May,5,1,Green,Abiotic,Fleshy,Biotic,FALSE,1.26,1.26,0,0,,Phanerophyte,,3.27,39.85,0.25,12.17,0.01,0.02,0.01,1.87,-28.55,
275,478,Nyssa,sylvatica,,,,Cornaceae,,30,FALSE,FALSE,No Info,,0,152.31,2.25,0.8298,6,25.38499959,0.375,0.138300002,73.06%,183.55,May,0,June,0,0,,Biotic,,Biotic,FALSE,0,0,0,0,,,,1.80,44.20,0.24,24.62,0.01,0.00,0.01,-2.08,-29.77,
363,479,Pinus,strobus,,,,,,0,FALSE,FALSE,No Info,,,0,0,0,,0,0,0,0.00%,0.00,0,0,0,0,0,,,,,FALSE,0,0,0,0,,,,,,,,,,,,,25.65
134,485,Muhlenbergia,frondosa,Herb,Graminoid,Perennial,Poaceae,N,1,FALSE,FALSE,No Info,Perennial,0,0,0,0,1,0,0,0,0.00%,0.00,August,8,October,10,3,Green,Abiotic,Dry,Abiotic,FALSE,0.164,0.164,0,0,Diaspore,Hemicryptophyte,,,,,,,,,,,
107,490,Myrica,pensylvanica,shrub/vine,Shrub/vine,Shrub,Myricaceae,N,2,FALSE,TRUE,none,Perennial,0,136.41,1.33,0.57,10,13.64100037,0.133000004,0.056999999,70.00%,239.32,May,5,June,6,2,Green,Abiotic,Fleshy,Biotic,TRUE,8.25,8.25,0,0,,Phanerophyte,,,,,,,,,,,
276,492,Panicum,capillare,,,,Poaceae,,0.7,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,August,0,October,0,0,Green,Abiotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,0.45
277,493,Panicum,dichotomiflorum,,,,Poaceae,,1,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,June,0,August,0,0,Green,Abiotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,1.68
278,494,Oenthera,perennis,,,,Onagraceae,,0.6,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,June,0,August,0,0,,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
80,495,Oenothera,biennis,Herb,Forb,Biennial,Onagraceae,N,2,FALSE,FALSE,endomycorrhizal,Perennial,0,92.2,2.21,0.49,10,9.219999695,0.221000004,0.049000001,81.85%,188.16,July,7,September,9,3,Yellow,Biotic,Dry,Abiotic,FALSE,0.481,0.481,0,0,Seed,Hemicryptophyte,,1.75,40.62,0.29,23.17,0.01,0.01,0.01,-1.48,-28.72,1.22
140,497,Onoclea,sensibilis,Herb,Forb,Perennial,Onocleaceae,N,1,FALSE,FALSE,No Info,Perennial,0,1114.35,16.87,3.65,9,123.816664,1.874444538,0.405555566,82.21%,305.30,N/A,,N/A,,,N/A,N/A,N/A,N/A,TRUE,0,,,,,Cryptophyte,,,,,,,,,,,15.54
148,500,Oxalis,stricta,Herb,Forb,Perennial,Oxalidaceae,N,0.5,FALSE,FALSE,endomycorrhizal,Perennial,0,11.8,0.25,0.04,13,0.907692322,0.019230769,0.003076923,86.21%,295.00,May,5,September,9,5,Yellow,Biotic,Dry,Abiotic,TRUE,0.252,0.252,,,Diaspore,Hemicryptophyte,,,,,,,,,,,
279,503,Panicum,depauperatum,,,,Poaceae,,0.4,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,September,0,0,,Abiotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
35,504,Panicum,leucothrix,Herb,Graminoid,Perennial,Poaceae,N,0.4,FALSE,FALSE,No Info,Perennial,0,33.53,0.39,0.15,10,3.352999878,0.038999999,0.015000001,72.22%,223.53,May,,September,,,Green,Abiotic,Dry,Abiotic,TRUE,0,,,,,Cryptophyte,,,,,,,,,,,
280,506,Panicum,lanuginosum,,,,Poaceae,,0,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,September,0,0,,Abiotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
281,507,Panicum,virgatum,,,,Poaceae,,2,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,June,0,September,0,0,,Abiotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,1.88
282,508,Panicum,Lindheimeri,,,,Poaceae,,0,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,September,0,0,,Abiotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
283,509,Panicum,boscii,,,,Poaceae,,0.7,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,September,0,0,,Abiotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
10,510,Parthenocissus,quinquefolia,shrub/vine,Shrub/vine,Liana,Vitaceae,N,40,FALSE,FALSE,No Info,Perennial,0,650.21,9.1,1.9,10,65.0210022,0.910000038,0.189999998,82.73%,342.22,June,6,June,6,1,White,Biotic,Fleshy,Biotic,FALSE,29.08,29.08,0,0,,Phanerophyte,,2.02,43.92,0.17,21.78,0.01,0.02,0.00,-3.71,-28.56,3.18
284,511,Panicum,clandestinum,,,,Poacese,,1.5,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,September,0,0,,Abiotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
285,513,Panicum,linearifolium,,,,Poacese,,1,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,September,0,0,,Abiotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
110,515,Penstemon,hirsutus,Herb,Forb,Perennial,Scrophulariaceae,N,0.8,FALSE,FALSE,No Info,Perennial,0,92.07,1.6,0.42,11,8.369999972,0.145454548,0.038181817,79.21%,219.21,May,5,July,8,4,Purple/blue,Biotic,Dry,Abiotic,FALSE,0.1,0.1,0,0,Seed,Hemicryptophyte,,1.62,43.19,0.23,26.71,0.01,0.01,0.00,-2.30,-29.09,
91,516,Phalaris,arundinacea,Herb,Graminoid,Perennial,Poaceae,N,2,FALSE,FALSE,endomycorrhizal,Perennial,0,182.95,2.19,0.54,10,18.29499969,0.219000006,0.054000002,80.22%,338.80,June,6,July,7,2,Green,Abiotic,Dry,Abiotic,TRUE,0.67,0.67,0,0,Diaspore,Helophyte,C,3.06,44.80,0.52,14.62,0.01,0.00,0.00,0.74,-26.95,4.13
78,520,Phleum,pratense,Herb,Graminoid,Perennial,Poaceae,E,1,FALSE,FALSE,endomycorrhizal,Annual,0,118.97,2.3,0.59,10,11.89700012,0.229999995,0.058999997,79.58%,201.64,June,6,September,9,4,Green,Abiotic,Dry,Abiotic,TRUE,0.45,0.45,0,0,Diaspore,Hemicryptophyte,CSR to CR,1.91,43.12,0.20,22.62,0.02,0.00,0.00,1.27,-28.60,4.15
286,521,Phryma,leptostachya,,,,Verbenaceae,,1,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,October,0,0,,Biotic,Dry,Biotic,FALSE,0,0,0,0,,,,,,,,,,,,,1.10
135,525,Physalis,heterophylla,Herb,Forb,Perennial,Solanaceae,N,0.9,FALSE,FALSE,No Info,Perennial,0,210.02,5.3,0.98,10,21.00200043,0.530000019,0.098000002,84.39%,214.31,June,6,September,9,4,Yellow,Biotic,Fleshy,Biotic,FALSE,1.004,1.004,0,0,Diaspore,Cryptophyte,,,,,,,,,,,4.00
287,526,Physalis,virginiana,,,,Solanaceae,,0.6,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,August,0,0,Yellow,Biotic,Fleshy,Biotic,FALSE,0,0,0,0,,,,,,,,,,,,,
142,527,Physalis,longifolia,Herb,Forb,Perennial,Solanaceae,N,0.8,FALSE,FALSE,No Info,Perennial,0,0,0,0,1,0,0,0,0.00%,0.00,May,5,September,9,5,Yellow,Biotic,Fleshy,Biotic,TRUE,0,,,,,Geophyte,,,,,,,,,,,
43,529,Phytolacca,americana,Herb,Forb,Perennial,Phytolaccaceae,N,3,FALSE,FALSE,No Info,Perennial,0,292.72,4.75,0.75,12,24.39333344,0.395833333,0.0625,86.36%,390.29,June,6,October,10,5,White,Biotic,Fleshy,Biotic,FALSE,7.421,7.421,,,Seed,Phanerophyte,,4.47,39.40,0.32,8.82,0.05,0.01,0.01,1.24,-28.97,1.48
65,530,Pilea,pumila,Herb,Forb,Annual,Urticaceae,N,0.5,FALSE,FALSE,none,Annual,0,120.44,1.21,0.14,15,8.029333496,0.080666669,0.009333333,89.63%,860.29,July,7,October,10,4,Green,Abiotic,Dry,Abiotic,FALSE,3.228,3.228,,,Seed,Therophyte,,2.91,37.06,0.40,12.72,0.01,0.04,0.01,1.42,-33.94,0.40
158,535,Plantago,lanceolata,Herb,Forb,Perennial,Plantaginaceae,E,0.22,FALSE,FALSE,endomycorrhizal,Perennial,0,229.1,9.43,1.44,10,22.91000061,0.943000031,0.144000006,86.75%,159.10,May,5,October,10,6,Green,Abiotic,Dry,Abiotic,TRUE,1.9,1.9,0,0,Seed,Hemicryptophyte,CSR,1.83,40.72,0.34,22.29,0.02,0.01,0.00,-1.38,-30.88,1.20
288,536,Plantago,major,,,,Plantaginaceae,,0.3,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,June,0,September,0,0,Green,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,0.71
17,540,Plantago,rugelii,Herb,Forb,Perennial,Plantaginaceae,N,0.1,FALSE,FALSE,endomycorrhizal,Perennial,0,426.5,14.36,2.6,10,42.65,1.435999966,0.25999999,84.67%,164.04,July,7,August,8,2,Green,Abiotic,Dry,Abiotic,FALSE,0.5,0.5,,,Seed,Hemicryptophyte,,,,,,,,,,,0.50
289,541,Plantago,virginica,,,,Plantaginaceae,,0.2,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,July,0,0,,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
290,546,Platanus,occidentalis,,,,Plantanaceae,,50,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,April,0,April,0,0,,Abiotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
12,550,Poa,compressa,Herb,Graminoid,Perennial,Poaceae,E,0.7,FALSE,FALSE,endomycorrhizal,Perennial,0,14.93,0.32,0.08,11,1.357272755,0.029090908,0.007272727,80.00%,186.63,May,5,September,9,5,Green,Abiotic,Dry,Abiotic,TRUE,0.2,0.2,0,0,Germinule,Hemicryptophyte,,,,,,,,,,,2.90
7,555,Poa,pratensis,Herb,Graminoid,Perennial,Poaceae,E,1,FALSE,FALSE,endomycorrhizal,Perennial,0,,,,,,,,,,April,4,July,7,4,Green,Abiotic,Dry,Abiotic,TRUE,0.14,0.14,0,0,Seed,Hemicryptophyte,CSR,,,,,,,,,,4.24
291,559,Poa,annua,,,,Poaceae,,0.3,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,April,0,September,0,0,,Abiotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,2.88
292,561,Poa,sylvestris,,,,Poaceae,,1,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,July,0,0,,Abiotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
293,562,Podophyllum,peltatum,,,,Berberidaceae,,0.4,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,May,0,0,,Biotic,Fleshy,Biotic,FALSE,0,0,0,0,,,,,,,,,,,,,26.70
294,563,Polygonatum,pubescens,,,,lilliaceae,,0.9,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,July,0,0,,Biotic,,Biotic,FALSE,0,0,0,0,,,,,,,,,,,,,10.90
146,565,Polygonum,aviculare,Herb,Forb,Annual,Polygonaceae,E,0.3,FALSE,FALSE,endomycorrhizal,Annual,0,0,0,0,1,0,0,0,0.00%,0.00,July,7,November,11,5,White,Biotic,Dry,Abiotic,FALSE,1.45,1.45,0,0,Diaspore,Therophyte,R,,,,,,,,,,
68,566,Polygonum,virginianum,Herb,Forb,Perennial,Polygonaceae,N,1,FALSE,FALSE,No Info,Perennial,0,556.09,4.18,0.75,13,42.77615591,0.321538448,0.057692308,84.79%,741.45,July,7,November,11,5,White,Biotic,Dry,Abiotic,TRUE,5.3,5.3,0,0,,Hemicryptophyte,,2.12,43.48,0.22,20.47,0.01,0.01,0.01,1.28,-30.81,
295,571,Polygonum,convolvulus,,,,Polygonaceae,,1,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,October,0,0,,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
296,572,Polygonum,hydropiper,,,,Polygonaceae,,1.6,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,November,0,0,,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
136,574,Polygonum,scandens,Herb,Forb,Vine,Polygonaceae,N,5,FALSE,FALSE,No Info,Perennial,0,244.35,3.12,0.36,8,30.54375076,0.389999986,0.045000002,89.66%,678.75,July,7,November,11,5,White,Biotic,Dry,Abiotic,FALSE,2.25,2.25,0,0,Seed,Hemicryptophyte,,3.86,37.94,0.31,9.84,0.04,0.01,0.01,-0.02,-32.22,
143,575,Polygonum,pensylvanicum,Herb,Forb,Annual,Polygonaceae,N,2,FALSE,FALSE,No Info,Annual,0,95.75,2.32,0.53,8,11.96875,0.289999992,0.066249996,81.40%,180.66,July,7,November,11,5,Red/pink,Biotic,Dry,Biotic,TRUE,5.26,5.26,0,0,Seed,Chamaephyte,,,,,,,,,,,
69,576,Polygonum,persicaria,Herb,Forb,Annual,Polygonaceae,E,0.8,FALSE,FALSE,none,Annual,0,92.45,1.05,0.19,12,7.704166412,0.087499996,0.015833333,84.68%,486.58,July,7,November,11,5,Pink,Biotic,Dry,Abiotic,FALSE,2.12,2.12,0,0,Diaspore,Chamaephyte,R,2.29,42.39,0.27,18.49,0.01,0.00,0.01,5.80,-30.59,
145,577,Portulaca,oleracea,Herb,Forb,Annual,Portulacaceae,E,0.25,FALSE,FALSE,endomycorrhizal,Annual,,28.47,1.42,0.0913,10,2.846999931,0.141999996,0.00913,93.96%,311.83,June,6,October,10,,Yellow,Biotic,Dry,Abiotic,FALSE,0.45,0.45,0,0,Seed,Therophyte,,3.71,29.60,0.72,7.98,0.08,0.01,0.01,8.50,-12.22,1.68
297,580,Potentilla,simplex,,,,Rosaceae,,0,FALSE,FALSE,No Info,,0,51.14,0.73,0.2344,9,5.682222154,0.081111113,0.026044445,75.69%,218.17,May,0,July,0,0,,Biotic,,Abiotic,FALSE,0,0,0,0,,,,1.57,42.97,0.29,27.42,0.01,0.01,0.00,-2.57,-29.36,1.30
298,585,Potentilla,norvegica,,,,Rosaceae,,0,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,June,0,August,0,0,Yellow,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
141,590,Potentilla,recta,Herb,Forb,Perennial,Rosaceae,E,0.8,FALSE,FALSE,endomycorrhizal,Perennial,0,276.2,5.36,1.5,11,25.10909202,0.487272739,0.136363636,78.13%,184.13,June,5,August,10,6,Yellow,Biotic,Dry,Abiotic,FALSE,0.2,0.2,0,0,Seed,Hemicryptophyte,,,,,,,,,,,0.60
299,591,Prunus,hortulana,,,,Rosaceae,,10,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,April,0,May,0,0,,Biotic,,Biotic,FALSE,0,0,0,0,,,,,,,,,,,,,0.30
300,593,Pycnanthemum,verticillatum,,,,Lamiaceae,,1.5,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,July,0,September,0,0,,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
301,594,Pycnanthemum,muticum,,,,Lamiaceae,,0.8,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,July,0,September,0,0,Red/pink,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
83,595,Prunella,vulgaris,Herb,Forb,Perennial,Lamiaceae,N,0.3,FALSE,FALSE,endomycorrhizal,Perennial,0,120.63,2,0.34,11,10.96636339,0.181818182,0.030909091,85.47%,354.79,May,5,October,10,6,Purple/blue,Biotic,Dry,Abiotic,TRUE,0.893,0.893,0,0,Seed,Hemicryptophyte,CSR,2.44,40.87,0.69,16.78,0.03,0.00,0.01,-1.20,-34.14,0.65
302,596,Prunus,virginiana,,,,Rosaceae,,10,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,June,0,0,,Biotic,Fleshy,Biotic,FALSE,0,0,0,0,,,,,,,,,,,,,0.60
303,597,Quercus,nigra,,,,Fagaceae,,25,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,May,0,0,,Abiotic,Dry,Biotic,FALSE,0,0,0,0,,,,,,,,,,,,,
29,598,Prunus,avium,Tree,Tree,Tree,Rosaceae,E,20,FALSE,FALSE,ectomycorrhizal,Perennial,0,429.34,5.6,1.79,11,39.03090876,0.5090909,0.162727269,75.78%,239.85,May,5,May,5,1,White,Biotic,Fleshy,Biotic,FALSE,192.2,192.2,0,0,0,Phanerophyte,,2.50,42.00,0.26,16.83,0.01,0.01,0.00,-0.67,-29.66,0.35
67,599,Prunus,serotina,Tree,Tree,Tree,Rosaceae,N,25,FALSE,FALSE,No Info,Perennial,0,255.44,3.58,1.32,12,21.28666687,0.298333327,0.110000004,73.06%,193.52,May,5,June,6,2,White,Biotic,Fleshy,Biotic,FALSE,102.6,102.6,,,Diaspore,Phanerophyte,,1.98,45.73,0.22,23.10,0.01,0.01,0.00,-2.54,-27.70,0.50
95,601,Pyrus,malus,Tree,Tree,Tree,Rosaceae,E,15,FALSE,FALSE,ectomycorrhizal,Perennial,0,268.52,7.16,3.06,10,26.8519989,0.715999985,0.305999994,70.06%,87.75,April,4,May,5,2,White,Biotic,Fleshy,Biotic,FALSE,22.2,22.2,0,0,Seed,Phanerophyte,,1.49,45.13,0.16,30.25,0.01,0.01,0.00,1.61,-29.65,
304,602,Quercus,robur,,,,Fagaceae,,25,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,April,0,May,0,0,,Abiotic,Dry,Biotic,FALSE,0,0,0,0,,,,,,,,,,,,,
